institution_name,fips_state_code,longitude,latitude,total_enrollment,full-time_enrollment,part-time_enrollment,control,level
Cape Fear Community College,North Carolina,-77.948306,34.240624,8378.0,3552.0,4826.0,Public,2-year
Capella University,Minnesota,-93.268796,44.976286,37171.0,3209.0,33962.0,Private for-profit,4-year or above
Capital Community College,Connecticut,-72.67273399999998,41.768397,3290.0,654.0,2636.0,Public,2-year
Capital University,Ohio,-82.937867,39.954875,3213.0,2799.0,414.0,Private not-for-profit,4-year or above
Capitol Technology University,Maryland,-76.85023100000002,39.046673,743.0,509.0,234.0,Private not-for-profit,4-year or above
Cardinal Stritch University,Wisconsin,-87.90904499999998,43.139752,2148.0,983.0,1165.0,Private not-for-profit,4-year or above
Career Care Institute,California,-118.15638,34.678236,531.0,531.0,0.0,Private for-profit,2-year
Career College of Northern Nevada,Nevada,-119.71941499999998,39.540865,359.0,359.0,0.0,Private for-profit,2-year
Career Networks Institute,California,-117.860347,33.776152,338.0,337.0,1.0,Private for-profit,4-year or above
Career Quest Learning Center-Bay City Branch,Michigan,-83.896598,43.626928,65.0,65.0,0.0,Private for-profit,2-year
Career Quest Learning Center-Mt. Pleasant,Michigan,-84.768341,43.580687,60.0,60.0,0.0,Private for-profit,2-year
Career Quest Learning Centers-Jackson,Michigan,-84.402897,42.245222,111.0,111.0,0.0,Private for-profit,2-year
Career Quest Learning Centers-Lansing,Michigan,-84.53728000000002,42.699106,167.0,167.0,0.0,Private for-profit,2-year
Career Technical Institute,District of Columbia,-77.032461,38.904,348.0,348.0,0.0,Private for-profit,2-year
Careers Unlimited,Utah,-111.731006,40.275775,179.0,179.0,0.0,Private for-profit,4-year or above
Caris College,Indiana,-85.710165,38.326417,66.0,66.0,0.0,Private for-profit,2-year
Carl Albert State College,Oklahoma,-94.633986,35.039173,1900.0,1072.0,828.0,Public,2-year
Carl Sandburg College,Illinois,-90.408203,40.98128,1860.0,832.0,1028.0,Public,2-year
Carleton College,Minnesota,-93.154666,44.462318,2097.0,2077.0,20.0,Private not-for-profit,4-year or above
Carlos Albizu University-Miami,Florida,-80.35631500000002,25.794178,746.0,574.0,172.0,Private not-for-profit,4-year or above
Carlow University,Pennsylvania,-79.963448,40.439293,2076.0,1246.0,830.0,Private not-for-profit,4-year or above
Carnegie Mellon University,Pennsylvania,-79.94199300000002,40.44357,14029.0,13160.0,869.0,Private not-for-profit,4-year or above
Carolina Christian College,North Carolina,-80.256252,36.146168,70.0,70.0,0.0,Private not-for-profit,4-year or above
Carolina College of Biblical Studies,North Carolina,-78.939514,35.05141,182.0,122.0,60.0,Private not-for-profit,4-year or above
Carolinas College of Health Sciences,North Carolina,-80.838535,35.20029500000001,467.0,65.0,402.0,Public,4-year or above
Carrington College-Albuquerque,New Mexico,-106.633361,35.110048,351.0,309.0,42.0,Private for-profit,2-year
Carrington College-Boise,Idaho,-116.260675,43.615295,428.0,395.0,33.0,Private for-profit,2-year
Carrington College-Citrus Heights,California,-121.29421,38.679983,248.0,212.0,36.0,Private for-profit,2-year
Carrington College-Las Vegas,Nevada,-115.118231,36.08486,243.0,198.0,45.0,Private for-profit,2-year
Carrington College-Mesa,Arizona,-111.853218,33.39248,541.0,441.0,100.0,Private for-profit,2-year
Carrington College-Mesquite,Texas,-96.625985,32.815899,40.0,35.0,5.0,Private for-profit,2-year
Carrington College-Phoenix East,Arizona,-112.10442,33.566262,312.0,292.0,20.0,Private for-profit,2-year
Carrington College-Phoenix North,Arizona,-112.116105,33.561689,475.0,401.0,74.0,Private for-profit,2-year
Carrington College-Pleasant Hill,California,-122.072153,37.962649,362.0,316.0,46.0,Private for-profit,2-year
Carrington College-Pomona,California,-117.803875,34.06302,168.0,121.0,47.0,Private for-profit,2-year
Carrington College-Reno,Nevada,-119.786947,39.463165,401.0,357.0,44.0,Private for-profit,2-year
Carrington College-Sacramento,California,-121.371331,38.556151,1214.0,1038.0,176.0,Private for-profit,2-year
Carrington College-San Jose,California,-121.77706200000002,37.248411,629.0,556.0,73.0,Private for-profit,2-year
Carrington College-San Leandro,California,-122.12567,37.699627,251.0,189.0,62.0,Private for-profit,2-year
Carrington College-Spokane,Washington,-117.268126,47.675918,337.0,290.0,47.0,Private for-profit,2-year
Carrington College-Stockton,California,-121.323199,37.998992,367.0,283.0,84.0,Private for-profit,2-year
Carrington College-Tucson,Arizona,-110.983056,32.224391,227.0,185.0,42.0,Private for-profit,2-year
Carroll College,Montana,-112.040285,46.600771,1335.0,1201.0,134.0,Private not-for-profit,4-year or above
Carroll Community College,Maryland,-76.991113,39.531805,3050.0,982.0,2068.0,Public,2-year
Carroll University,Wisconsin,-88.228114,43.004527,3352.0,2999.0,353.0,Private not-for-profit,4-year or above
Carson-Newman University,Tennessee,-83.491709,36.122934,2560.0,1839.0,721.0,Private not-for-profit,4-year or above
Carteret Community College,North Carolina,-76.755538,34.723681,1390.0,482.0,908.0,Public,2-year
Carthage College,Wisconsin,-87.820924,42.622969,2872.0,2696.0,176.0,Private not-for-profit,4-year or above
Carver Career Center,West Virginia,-81.562988,38.28970800000001,170.0,170.0,0.0,Public,2-year
Casa Loma College-Van Nuys,California,-118.457781,34.192829,175.0,175.0,0.0,Private not-for-profit,2-year
Cascadia College,Washington,-122.191572,47.760915,3396.0,1644.0,1752.0,Public,4-year or above
Case Western Reserve University,Ohio,-81.609596,41.507419,11890.0,10662.0,1228.0,Private not-for-profit,4-year or above
Casper College,Wyoming,-106.326712,42.832788,3650.0,1505.0,2145.0,Public,2-year
Castleton University,Vermont,-73.180842,43.608397,2196.0,1703.0,493.0,Public,4-year or above
Catawba College,North Carolina,-80.48275100000002,35.691443,1294.0,1229.0,65.0,Private not-for-profit,4-year or above
Catawba Valley Community College,North Carolina,-81.28792,35.699732,4610.0,1684.0,2926.0,Public,2-year
Catholic Distance University,West Virginia,-77.860321,39.28763,203.0,11.0,192.0,Private not-for-profit,4-year or above
Catholic University of America,District of Columbia,-76.99790899999998,38.933651,5956.0,4257.0,1699.0,Private not-for-profit,4-year or above
Cayuga County Community College,New York,-76.542867,42.943726,3775.0,1420.0,2355.0,Public,2-year
Cazenovia College,New York,-75.85488199999998,42.932489,870.0,708.0,162.0,Private not-for-profit,4-year or above
CBD College,California,-118.306221,34.06231,628.0,628.0,0.0,Private not-for-profit,2-year
Cecil College,Maryland,-75.955949,39.642225,2391.0,782.0,1609.0,Public,2-year
Cedar Crest College,Pennsylvania,-75.519221,40.586318,1596.0,1018.0,578.0,Private not-for-profit,4-year or above
Cedar Valley College,Texas,-96.763413,32.62568,8030.0,1395.0,6635.0,Public,2-year
Cedarville University,Ohio,-83.81469200000002,39.749237,4150.0,3619.0,531.0,Private not-for-profit,4-year or above
Centenary College of Louisiana,Louisiana,-93.730834,32.483335,585.0,549.0,36.0,Private not-for-profit,4-year or above
Centenary University,New Jersey,-74.83364399999998,40.84764000000001,1802.0,1118.0,684.0,Private not-for-profit,4-year or above
Center for Advanced Legal Studies,Texas,-95.558831,29.753020000000006,211.0,211.0,0.0,Private for-profit,2-year
CenterPoint Massage and Shiatsu Therapy School and Clinic,Minnesota,-93.347429,44.939769,90.0,55.0,35.0,Private for-profit,2-year
Centra College of Nursing,Virginia,-79.17410100000002,37.4051,369.0,59.0,310.0,Private not-for-profit,4-year or above
Central Alabama Community College,Alabama,-85.945266,32.92478,1681.0,742.0,939.0,Public,2-year
Central Arizona College,Arizona,-111.652501,32.957092,5044.0,1714.0,3330.0,Public,2-year
Central Baptist College,Arkansas,-92.445021,35.083838,732.0,576.0,156.0,Private not-for-profit,4-year or above
Central Carolina Community College,North Carolina,-79.143553,35.47186400000001,5190.0,1753.0,3437.0,Public,2-year
Central Carolina Technical College,South Carolina,-80.37101,33.933342,3550.0,1305.0,2245.0,Public,2-year
Central Christian College of Kansas,Kansas,-97.668597,38.357978,726.0,642.0,84.0,Private not-for-profit,4-year or above
Central Christian College of the Bible,Missouri,-92.427259,39.395963,211.0,162.0,49.0,Private not-for-profit,4-year or above
Central Coast College,California,-121.655643,36.669595,245.0,159.0,86.0,Private for-profit,2-year
Central College,Iowa,-92.922199,41.401539,1117.0,1077.0,40.0,Private not-for-profit,4-year or above
Central Community College,Nebraska,-98.372549,40.889582,6354.0,1864.0,4490.0,Public,2-year
Central Connecticut State University,Connecticut,-72.765991,41.69250200000001,11822.0,8167.0,3655.0,Public,4-year or above
Central Georgia Technical College,Georgia,-83.66765,32.545341,8219.0,2185.0,6034.0,Public,2-year
Central Lakes College-Brainerd,Minnesota,-94.214266,46.345863,4029.0,1661.0,2368.0,Public,2-year
Central Louisiana Technical Community College,Louisiana,-92.444506,31.260003,2688.0,1168.0,1520.0,Public,2-year
Central Maine Community College,Maine,-70.23549799999999,44.134346,3068.0,1158.0,1910.0,Public,2-year
Central Methodist University-College of Graduate and Extended Studies,Missouri,-92.685253,39.150497,3863.0,1145.0,2718.0,Private not-for-profit,4-year or above
Central Methodist University-College of Liberal Arts and Sciences,Missouri,-92.685253,39.150497,1148.0,1131.0,17.0,Private not-for-profit,4-year or above
Central Michigan University,Michigan,-84.77525,43.591203,21622.0,15966.0,5656.0,Public,4-year or above
Central New Mexico Community College,New Mexico,-106.628861,35.071878000000005,23553.0,6345.0,17208.0,Public,2-year
Central Ohio Technical College,Ohio,-82.447441,40.069314,3442.0,735.0,2707.0,Public,2-year
Central Oregon Community College,Oregon,-121.348585,44.071401,4872.0,2302.0,2570.0,Public,2-year
Central Penn College,Pennsylvania,-76.934461,40.3049,1047.0,248.0,799.0,Private for-profit,4-year or above
Central Pennsylvania Institute of Science and Technology,Pennsylvania,-77.74042299999998,40.882223,218.0,161.0,57.0,Public,2-year
Central Piedmont Community College,North Carolina,-80.829796,35.217774,18824.0,6781.0,12043.0,Public,2-year
Central State University,Ohio,-83.880186,39.715787,2099.0,2029.0,70.0,Public,4-year or above
Central Texas College,Texas,-97.810827,31.120516,16073.0,4355.0,11718.0,Public,2-year
Central Virginia Community College,Virginia,-79.184238,37.358809,4047.0,1328.0,2719.0,Public,2-year
Central Washington University,Washington,-120.538368,47.002687,12342.0,10568.0,1774.0,Public,4-year or above
Central Wyoming College,Wyoming,-108.426738,43.030556,1974.0,622.0,1352.0,Public,2-year
Central Yeshiva Beth Joseph,New York,-73.959386,40.615411,20.0,20.0,0.0,Private not-for-profit,4-year or above
Central Yeshiva Tomchei Tmimim Lubavitz,New York,-73.938778,40.669694,536.0,536.0,0.0,Private not-for-profit,4-year or above
Centralia College,Washington,-122.960591,46.715017,3167.0,1649.0,1518.0,Public,4-year or above
Centre College,Kentucky,-84.779392,37.645709,1434.0,1433.0,1.0,Private not-for-profit,4-year or above
Centura College-Chesapeake,Virginia,-76.227712,36.765954,157.0,130.0,27.0,Private for-profit,4-year or above
Centura College-Columbia,South Carolina,-80.944897,34.074693,60.0,47.0,13.0,Private for-profit,2-year
Centura College-Newport News,Virginia,-76.517328,37.140484,126.0,103.0,23.0,Private for-profit,2-year
Centura College-Norfolk,Virginia,-76.232569,36.908434,166.0,131.0,35.0,Private for-profit,2-year
Centura College-Richmond Main,Virginia,-77.543157,37.499343,33.0,26.0,7.0,Private for-profit,2-year
Centura College-Virginia Beach,Virginia,-76.064499,36.837648,102.0,70.0,32.0,Private for-profit,4-year or above
Century College,Minnesota,-92.982105,45.041823,8891.0,3419.0,5472.0,Public,2-year
Cerritos College,California,-118.097337,33.886874,21745.0,6566.0,15179.0,Public,2-year
Cerro Coso Community College,California,-117.66767,35.567525,6074.0,944.0,5130.0,Public,2-year
Chabot College,California,-122.105636,37.64245800000001,13833.0,3837.0,9996.0,Public,2-year
Chadron State College,Nebraska,-103.001615,42.8199,2448.0,1598.0,850.0,Public,4-year or above
Chaffey College,California,-117.573932,34.147663,22969.0,6370.0,16599.0,Public,2-year
Chamberlain University-Arizona,Arizona,-112.104421,33.56573,692.0,271.0,421.0,Private for-profit,4-year or above
Chamberlain University-California,California,-121.278258,38.596193,226.0,135.0,91.0,Private for-profit,4-year or above
Chamberlain University-Florida,Florida,-81.586421,30.243517,946.0,274.0,672.0,Private for-profit,4-year or above
Chamberlain University-Georgia,Georgia,-84.351949,33.911943,1068.0,274.0,794.0,Private for-profit,4-year or above
Chamberlain University-Illinois,Illinois,-88.038558,41.949727,27629.0,3270.0,24359.0,Private for-profit,4-year or above
Chamberlain University-Indiana,Indiana,-86.11106099999998,39.91916,210.0,96.0,114.0,Private for-profit,4-year or above
Chamberlain University-Louisiana,Louisiana,-90.152655,29.962307,75.0,55.0,20.0,Private for-profit,4-year or above
Chamberlain University-Michigan,Michigan,-83.15051600000002,42.556474,299.0,100.0,199.0,Private for-profit,4-year or above
Chamberlain University-Missouri,Missouri,-90.436283,38.701907,535.0,141.0,394.0,Private for-profit,4-year or above
Chamberlain University-Nevada,Nevada,-115.313525,36.185176,310.0,155.0,155.0,Private for-profit,4-year or above
Chamberlain University-New Jersey,New Jersey,-74.438877,40.465934,677.0,293.0,384.0,Private for-profit,4-year or above
Chamberlain University-North Carolina,North Carolina,-80.93197099999998,35.13766,179.0,83.0,96.0,Private for-profit,4-year or above
Chamberlain University-Ohio,Ohio,-82.940493,39.940449,557.0,237.0,320.0,Private for-profit,4-year or above
Chamberlain University-Texas,Texas,-95.560414,29.838386,823.0,205.0,618.0,Private for-profit,4-year or above
Chamberlain University-Virginia,Virginia,-77.050273,38.852326,506.0,176.0,330.0,Private for-profit,4-year or above
Chaminade University of Honolulu,Hawaii,-157.807851,21.28995,2150.0,1715.0,435.0,Private not-for-profit,4-year or above
Champion Christian College,Arkansas,-93.065945,34.499589,87.0,81.0,6.0,Private not-for-profit,4-year or above
Champlain College,Vermont,-73.20274599999998,44.473287,4531.0,2575.0,1956.0,Private not-for-profit,4-year or above
Chandler-Gilbert Community College,Arizona,-111.795922,33.293896999999994,14728.0,4114.0,10614.0,Public,2-year
Chapman University,California,-117.852518,33.79302,9608.0,8598.0,1010.0,Private not-for-profit,4-year or above
Charles R Drew University of Medicine and Science,California,-118.242791,33.925658,596.0,521.0,75.0,Private not-for-profit,4-year or above
Charleston Southern University,South Carolina,-80.072587,32.983047,3414.0,2811.0,603.0,Private not-for-profit,4-year or above
Charlotte Christian College and Theological Seminary,North Carolina,-80.802527,35.242999,80.0,40.0,40.0,Private not-for-profit,4-year or above
Charter College,Washington,-122.494766,45.617798,2853.0,2853.0,0.0,Private for-profit,4-year or above
Charter Oak State College,Connecticut,-72.767972,41.688246,1641.0,303.0,1338.0,Public,4-year or above
Chatfield College,Ohio,-83.887153,39.210369,247.0,102.0,145.0,Private not-for-profit,2-year
Chatham University,Pennsylvania,-79.92608299999998,40.448432,2336.0,1790.0,546.0,Private not-for-profit,4-year or above
Chattahoochee Technical College,Georgia,-84.553722,33.929092,10483.0,2832.0,7651.0,Public,2-year
Chattahoochee Valley Community College,Alabama,-85.031485,32.42391,1568.0,864.0,704.0,Public,2-year
Chattanooga College Medical Dental and Technical Careers,Tennessee,-85.23813100000002,35.133140000000004,283.0,283.0,0.0,Private for-profit,2-year
Chattanooga State Community College,Tennessee,-85.23738900000002,35.100202,8241.0,4072.0,4169.0,Public,2-year
Chemeketa Community College,Oregon,-122.978076,44.978655,10151.0,4659.0,5492.0,Public,2-year
Chesapeake College,Maryland,-76.083668,38.952193,2081.0,579.0,1502.0,Public,2-year
Chester Career College,Virginia,-77.374112,37.348882,171.0,171.0,0.0,Private for-profit,2-year
Chestnut Hill College,Pennsylvania,-75.22874200000003,40.08678,1794.0,1248.0,546.0,Private not-for-profit,4-year or above
Cheyney University of Pennsylvania,Pennsylvania,-75.529262,39.932274,466.0,433.0,33.0,Public,4-year or above
CHI Health School of Radiologic Technology,Nebraska,-96.020431,41.32206,15.0,15.0,0.0,Private not-for-profit,2-year
Chicago State University,Illinois,-87.60938399999998,41.718446,2964.0,1810.0,1154.0,Public,4-year or above
Chief Dull Knife College,Montana,-106.664593,45.625568,196.0,99.0,97.0,Public,2-year
Chipola College,Florida,-85.23139,30.789228,2081.0,876.0,1205.0,Public,4-year or above
Chippewa Valley Technical College,Wisconsin,-91.505675,44.794867,7645.0,2123.0,5522.0,Public,2-year
Chowan University,North Carolina,-77.099141,36.436258,1399.0,1356.0,43.0,Private not-for-profit,4-year or above
Christian Brothers University,Tennessee,-89.983241,35.127437,2034.0,1525.0,509.0,Private not-for-profit,4-year or above
Christopher Newport University,Virginia,-76.494364,37.062495,4957.0,4869.0,88.0,Public,4-year or above
Cincinnati Christian University,Ohio,-84.55408,39.114169,776.0,631.0,145.0,Private not-for-profit,4-year or above
Cincinnati College of Mortuary Science,Ohio,-84.505604,39.206578,78.0,78.0,0.0,Private not-for-profit,4-year or above
Cincinnati State Technical and Community College,Ohio,-84.536936,39.149915,8205.0,2228.0,5977.0,Public,2-year
Cisco College,Texas,-98.985206,32.401132000000004,3374.0,1466.0,1908.0,Public,2-year
Citadel Military College of South Carolina,South Carolina,-79.958775,32.797183000000004,3763.0,2830.0,933.0,Public,4-year or above
Citrus College,California,-117.885266,34.135487,13136.0,5416.0,7720.0,Public,2-year
City College of San Francisco,California,-122.451155,37.725953,27008.0,8088.0,18920.0,Public,2-year
City College-Altamonte Springs,Florida,-81.40221899999997,28.663604,168.0,127.0,41.0,Private not-for-profit,2-year
City College-Fort Lauderdale,Florida,-80.1705,26.187467,303.0,210.0,93.0,Private not-for-profit,4-year or above
City College-Gainesville,Florida,-82.417302,29.654852,190.0,141.0,49.0,Private not-for-profit,4-year or above
City College-Hollywood,Florida,-80.22004,26.025173,243.0,176.0,67.0,Private not-for-profit,2-year
City College-Miami,Florida,-80.316377,25.683673,173.0,145.0,28.0,Private not-for-profit,4-year or above
City Colleges of Chicago-Harold Washington College,Illinois,-87.62659599999998,41.886067,8643.0,4610.0,4033.0,Public,2-year
City Colleges of Chicago-Harry S Truman College,Illinois,-87.65910699999998,41.964502,7673.0,2064.0,5609.0,Public,2-year
City Colleges of Chicago-Kennedy-King College,Illinois,-87.643425,41.780253,3136.0,1267.0,1869.0,Public,2-year
City Colleges of Chicago-Malcolm X College,Illinois,-87.675321,41.878092,7104.0,2839.0,4265.0,Public,2-year
City Colleges of Chicago-Olive-Harvey College,Illinois,-87.589249,41.709997,2663.0,874.0,1789.0,Public,2-year
City Colleges of Chicago-Richard J Daley College,Illinois,-87.72398100000002,41.755955,6942.0,2761.0,4181.0,Public,2-year
City Colleges of Chicago-Wilbur Wright College,Illinois,-87.787868,41.958774,9777.0,3638.0,6139.0,Public,2-year
City University of Seattle,Washington,-122.344594,47.617381,2113.0,363.0,1750.0,Private not-for-profit,4-year or above
City Vision University,Missouri,-94.571053,39.070383,137.0,71.0,66.0,Private not-for-profit,4-year or above
Clackamas Community College,Oregon,-122.574272,45.323185,6064.0,2368.0,3696.0,Public,2-year
Claflin University,South Carolina,-80.85431899999998,33.498444,2172.0,2055.0,117.0,Private not-for-profit,4-year or above
Claremont McKenna College,California,-117.711188,34.102154,1327.0,1324.0,3.0,Private not-for-profit,4-year or above
Clarendon College,Texas,-100.902421,34.944558,1844.0,611.0,1233.0,Public,2-year
Clarion University of Pennsylvania,Pennsylvania,-79.377501,41.207805,4864.0,3409.0,1455.0,Public,4-year or above
Clark Atlanta University,Georgia,-84.412584,33.74762800000001,3911.0,3619.0,292.0,Private not-for-profit,4-year or above
Clark College,Washington,-122.651257,45.636133,9878.0,4907.0,4971.0,Public,4-year or above
Clark State Community College,Ohio,-83.799788,39.896411,5704.0,1242.0,4462.0,Public,2-year
Clark University,Massachusetts,-71.823356,42.249987,3122.0,2944.0,178.0,Private not-for-profit,4-year or above
Clarke University,Iowa,-90.690487,42.509475,1004.0,878.0,126.0,Private not-for-profit,4-year or above
Clarks Summit University,Pennsylvania,-75.685472,41.495062,768.0,475.0,293.0,Private not-for-profit,4-year or above
Clarkson College,Nebraska,-95.974847,41.259165,1162.0,375.0,787.0,Private not-for-profit,4-year or above
Clarkson University,New York,-74.999359,44.662716,4274.0,3651.0,623.0,Private not-for-profit,4-year or above
Clatsop Community College,Oregon,-123.823339,46.183107,815.0,334.0,481.0,Public,2-year
Clayton  State University,Georgia,-84.328174,33.594079,7038.0,4013.0,3025.0,Public,4-year or above
Clear Creek Baptist Bible College,Kentucky,-83.72770200000002,36.725236,131.0,72.0,59.0,Private not-for-profit,4-year or above
Cleary University,Michigan,-83.879987,42.586638,594.0,456.0,138.0,Private not-for-profit,4-year or above
Clemson University,South Carolina,-82.835114,34.679381,24951.0,21940.0,3011.0,Public,4-year or above
Cleveland Community College,North Carolina,-81.492856,35.279833,2551.0,961.0,1590.0,Public,2-year
Cleveland Institute of Art,Ohio,-81.602416,41.510435,670.0,649.0,21.0,Private not-for-profit,4-year or above
Cleveland Institute of Music,Ohio,-81.608878,41.512444,402.0,396.0,6.0,Private not-for-profit,4-year or above
Cleveland State Community College,Tennessee,-84.879284,35.20010300000001,3264.0,1656.0,1608.0,Public,2-year
Cleveland State University,Ohio,-81.674355,41.502281,16069.0,11268.0,4801.0,Public,4-year or above
Cleveland University-Kansas City,Kansas,-94.679076,38.932019,549.0,522.0,27.0,Private not-for-profit,4-year or above
Clinton College,South Carolina,-81.04346899999999,34.913721,193.0,193.0,0.0,Private not-for-profit,4-year or above
Clinton Community College,New York,-73.439739,44.64841,1353.0,601.0,752.0,Public,2-year
Cloud County Community College,Kansas,-97.664147,39.554199,1839.0,789.0,1050.0,Public,2-year
Clover Park Technical College,Washington,-122.497873,47.176084,3905.0,2290.0,1615.0,Public,4-year or above
Clovis Community College,California,-119.731261,36.88686,7765.0,2348.0,5417.0,Public,2-year
Clovis Community College,New Mexico,-103.165886,34.402483000000004,3107.0,772.0,2335.0,Public,2-year
Coahoma Community College,Mississippi,-90.568469,34.254417,1895.0,1361.0,534.0,Public,2-year
Coastal Alabama Community College,Alabama,-87.778193,30.851343,7419.0,3444.0,3975.0,Public,2-year
Coastal Bend College,Texas,-97.755896,28.435194,4614.0,1202.0,3412.0,Public,2-year
Coastal Carolina Community College,North Carolina,-77.384785,34.771687,3864.0,1877.0,1987.0,Public,2-year
Coastal Carolina University,South Carolina,-79.011767,33.794995,10641.0,9135.0,1506.0,Public,4-year or above
Coastal Pines Technical College,Georgia,-82.3821,31.212781,3467.0,703.0,2764.0,Public,2-year
Coastline Community College,California,-117.929143,33.715634,10977.0,1370.0,9607.0,Public,2-year
Cochise County Community College District,Arizona,-110.246946,31.564597,3670.0,1481.0,2189.0,Public,2-year
Cochran School of Nursing,New York,-73.885705,40.969116,107.0,26.0,81.0,Private not-for-profit,2-year
Coconino Community College,Arizona,-111.645631,35.171328,3719.0,1103.0,2616.0,Public,2-year
Coe College,Iowa,-91.658192,41.988263,1422.0,1392.0,30.0,Private not-for-profit,4-year or above
Coffeyville Community College,Kansas,-95.621374,37.033814,1898.0,1157.0,741.0,Public,2-year
Cogswell College,California,-121.94087,37.414049,599.0,411.0,188.0,Private for-profit,4-year or above
Coker College,South Carolina,-80.07041600000002,34.37696,1280.0,1145.0,135.0,Private not-for-profit,4-year or above
Colby College,Maine,-69.66337,44.564211,2000.0,2000.0,0.0,Private not-for-profit,4-year or above
Colby Community College,Kansas,-101.052744,39.377601,1412.0,641.0,771.0,Public,2-year
Colby-Sawyer College,New Hampshire,-71.97580500000002,43.411663,859.0,822.0,37.0,Private not-for-profit,4-year or above
Colgate University,New York,-75.536346,42.819475,2969.0,2944.0,25.0,Private not-for-profit,4-year or above
College for Creative Studies,Michigan,-83.062352,42.361839,1485.0,1195.0,290.0,Private not-for-profit,4-year or above
College of Alameda,California,-122.279303,37.781017,6389.0,1205.0,5184.0,Public,2-year
College of Biblical Studies-Houston,Texas,-95.506559,29.716676,376.0,41.0,335.0,Private not-for-profit,4-year or above
College of Business and Technology-Cutler Bay,Florida,-80.356565,25.590468,69.0,69.0,0.0,Private for-profit,2-year
College of Business and Technology-Hialeah,Florida,-80.302213,25.867003,182.0,182.0,0.0,Private for-profit,2-year
College of Business and Technology-Main Campus,Florida,-80.329161,25.769052,134.0,134.0,0.0,Private for-profit,2-year
College of Business and Technology-Miami Campus,Florida,-80.33742099999998,25.76859,,,,Private for-profit,4-year or above
College of Central Florida,Florida,-82.175692,29.166079,6820.0,3016.0,3804.0,Public,4-year or above
College of Charleston,South Carolina,-79.93979399999998,32.784225,10783.0,9358.0,1425.0,Public,4-year or above
College of Coastal Georgia,Georgia,-81.485973,31.182745,3546.0,2078.0,1468.0,Public,4-year or above
College of Court Reporting Inc,Indiana,-87.066331,41.467574,150.0,59.0,91.0,Private for-profit,2-year
College of DuPage,Illinois,-88.071635,41.841577,24900.0,7857.0,17043.0,Public,2-year
College of Eastern Idaho,Idaho,-111.985519,43.486041,1288.0,479.0,809.0,Public,2-year
College of Lake County,Illinois,-88.012291,42.354164,14193.0,4164.0,10029.0,Public,2-year
College of Marin,California,-122.549149,37.954897,5026.0,1345.0,3681.0,Public,2-year
College of Menominee Nation,Wisconsin,-88.625628,44.859044,237.0,91.0,146.0,Private not-for-profit,4-year or above
College of Mount Saint Vincent,New York,-73.908887,40.913657,1861.0,1606.0,255.0,Private not-for-profit,4-year or above
College of Our Lady of the Elms,Massachusetts,-72.60154,42.141781,1531.0,1112.0,419.0,Private not-for-profit,4-year or above
College of Saint Benedict,Minnesota,-94.319888,45.561792,1782.0,1764.0,18.0,Private not-for-profit,4-year or above
College of Saint Elizabeth,New Jersey,-74.438221,40.78182,1186.0,717.0,469.0,Private not-for-profit,4-year or above
College of Saint Mary,Nebraska,-96.021425,41.240028,1168.0,1037.0,131.0,Private not-for-profit,4-year or above
College of San Mateo,California,-122.334801,37.535698,8924.0,2363.0,6561.0,Public,2-year
College of Southern Idaho,Idaho,-114.473901,42.579837,6906.0,1937.0,4969.0,Public,2-year
College of Southern Maryland,Maryland,-77.00924499999998,38.55895,6882.0,2490.0,4392.0,Public,2-year
College of Southern Nevada,Nevada,-115.233099,36.15811400000001,34169.0,10068.0,24101.0,Public,4-year or above
College of St Joseph,Vermont,-73.000848,43.600507,227.0,151.0,76.0,Private not-for-profit,4-year or above
College of Staten Island CUNY,New York,-74.14849,40.601831,13247.0,9793.0,3454.0,Public,4-year or above
College of the Albemarle,North Carolina,-76.219765,36.324885,2557.0,999.0,1558.0,Public,2-year
College of the Atlantic,Maine,-68.221517,44.395258,337.0,322.0,15.0,Private not-for-profit,4-year or above
College of the Canyons,California,-118.568698,34.403993,20850.0,6075.0,14775.0,Public,2-year
College of the Desert,California,-116.388271,33.732108000000004,11412.0,4577.0,6835.0,Public,2-year
College of the Holy Cross,Massachusetts,-71.808214,42.23752,2939.0,2913.0,26.0,Private not-for-profit,4-year or above
College of the Mainland,Texas,-94.999602,29.39581,4673.0,1116.0,3557.0,Public,2-year
College of the Muscogee Nation,Oklahoma,-95.936439,35.635288,217.0,181.0,36.0,Public,2-year
College of the Ouachitas,Arkansas,-92.821416,34.378745,1257.0,338.0,919.0,Public,2-year
College of the Ozarks,Missouri,-93.238174,36.616019,1565.0,1533.0,32.0,Private not-for-profit,4-year or above
College of the Redwoods,California,-124.195293,40.698427,4572.0,1725.0,2847.0,Public,2-year
College of the Sequoias,California,-119.315182,36.323877,12557.0,5100.0,7457.0,Public,2-year
College of the Siskiyous,California,-122.38909,41.413005,1677.0,777.0,900.0,Public,2-year
College of Western Idaho,Idaho,-116.507314,43.614106,10277.0,2746.0,7531.0,Public,2-year
College of William and Mary,Virginia,-76.708214,37.269489,8817.0,7986.0,831.0,Public,4-year or above
CollegeAmerica-Colorado Springs,Colorado,-104.758069,38.862312,143.0,143.0,0.0,Private not-for-profit,4-year or above
CollegeAmerica-Denver,Colorado,-104.941168,39.691571,123.0,123.0,0.0,Private not-for-profit,2-year
CollegeAmerica-Flagstaff,Arizona,-111.657673,35.194495,62.0,62.0,0.0,Private not-for-profit,4-year or above
