institution_name,fips_state_code,longitude,latitude,total_enrollment,full-time_enrollment,part-time_enrollment,control,level
Thomas Aquinas College,California,-119.087141,34.429009,407.0,407.0,0.0,Private not-for-profit,4-year or above
Thomas College,Maine,-69.664734,44.524909,1767.0,833.0,934.0,Private not-for-profit,4-year or above
Thomas Edison State University,New Jersey,-74.768562,40.220487,10934.0,98.0,10836.0,Public,4-year or above
Thomas Jefferson University,Pennsylvania,-75.158266,39.948274,7786.0,5753.0,2033.0,Private not-for-profit,4-year or above
Thomas More College,Kentucky,-84.568923,39.022963,2253.0,1510.0,743.0,Private not-for-profit,4-year or above
Thomas More College of Liberal Arts,New Hampshire,-71.48437,42.80683,90.0,90.0,0.0,Private not-for-profit,4-year or above
Thomas Nelson Community College,Virginia,-76.420046,37.063821,7685.0,2447.0,5238.0,Public,2-year
Thomas University,Georgia,-83.963587,30.815576,1310.0,751.0,559.0,Private not-for-profit,4-year or above
Three Rivers College,Missouri,-90.429769,36.776571,3076.0,1638.0,1438.0,Public,2-year
Three Rivers Community College,Connecticut,-72.103039,41.509945,3997.0,1274.0,2723.0,Public,2-year
Tidewater Community College,Virginia,-76.289904,36.8501,20941.0,7375.0,13566.0,Public,2-year
Tiffin University,Ohio,-83.184197,41.118316,3045.0,1860.0,1185.0,Private not-for-profit,4-year or above
Tillamook Bay Community College,Oregon,-123.813624,45.456603,445.0,138.0,307.0,Public,2-year
Toccoa Falls College,Georgia,-83.357617,34.593414,1656.0,890.0,766.0,Private not-for-profit,4-year or above
Tohono O'Odham Community College,Arizona,-111.715445,31.989869,459.0,141.0,318.0,Public,2-year
Tompkins Cortland Community College,New York,-76.287586,42.502006,2373.0,1605.0,768.0,Public,2-year
Torah Temimah Talmudical Seminary,New York,-73.97210799999998,40.636018,21.0,21.0,0.0,Private not-for-profit,4-year or above
Tougaloo College,Mississippi,-90.16076,32.403014,736.0,702.0,34.0,Private not-for-profit,4-year or above
Touro College,New York,-73.98940400000002,40.753199,11800.0,7485.0,4315.0,Private not-for-profit,4-year or above
Touro University Nevada,Nevada,-115.024012,36.043189,1479.0,1161.0,318.0,Private not-for-profit,4-year or above
Touro University Worldwide,California,-118.057754,33.808683,1672.0,865.0,807.0,Private not-for-profit,4-year or above
Towson University,Maryland,-76.611164,39.393622,22923.0,18385.0,4538.0,Public,4-year or above
Transylvania University,Kentucky,-84.493202,38.05298300000001,987.0,976.0,11.0,Private not-for-profit,4-year or above
Treasure Valley Community College,Oregon,-116.974487,44.020811,1866.0,807.0,1059.0,Public,2-year
Trevecca Nazarene University,Tennessee,-86.754238,36.141324,3927.0,3233.0,694.0,Private not-for-profit,4-year or above
Tri-County Community College,North Carolina,-83.966476,35.067021000000004,963.0,413.0,550.0,Public,2-year
Tri-County Technical College,South Carolina,-82.792015,34.641914,6082.0,3361.0,2721.0,Public,2-year
Tri-State Bible College,Ohio,-82.579887,38.426238,51.0,8.0,43.0,Private not-for-profit,4-year or above
Triangle Tech Inc-Bethlehem,Pennsylvania,-75.42828100000001,40.65445,134.0,134.0,0.0,Private for-profit,2-year
Triangle Tech Inc-Dubois,Pennsylvania,-78.795923,41.147974,111.0,111.0,0.0,Private for-profit,2-year
Triangle Tech Inc-Erie,Pennsylvania,-80.094042,42.110339,15.0,15.0,0.0,Private for-profit,2-year
Triangle Tech Inc-Greensburg,Pennsylvania,-79.539468,40.303168,120.0,120.0,0.0,Private for-profit,2-year
Triangle Tech Inc-Pittsburgh,Pennsylvania,-80.012781,40.462003,149.0,149.0,0.0,Private for-profit,2-year
Triangle Tech Inc-Sunbury,Pennsylvania,-76.765478,40.855276,78.0,78.0,0.0,Private for-profit,2-year
Trident Technical College,South Carolina,-80.031276,32.928767,12148.0,4614.0,7534.0,Public,2-year
Trident University International,California,-118.032177,33.80595,6861.0,4287.0,2574.0,Private for-profit,4-year or above
Trine University,Indiana,-85.008009,41.632502,4320.0,2184.0,2136.0,Private not-for-profit,4-year or above
Trine University-Regional/Non-Traditional Campuses,Indiana,-85.106453,41.172352,652.0,289.0,363.0,Private not-for-profit,4-year or above
Trinidad State Junior College,Colorado,-104.513451,37.172059,1542.0,682.0,860.0,Public,2-year
Trinity Baptist College,Florida,-81.79626,30.311171,354.0,284.0,70.0,Private not-for-profit,4-year or above
Trinity Bible College and Graduate School,North Dakota,-98.517906,46.001037,253.0,192.0,61.0,Private not-for-profit,4-year or above
Trinity Christian College,Illinois,-87.783973,41.667687,1131.0,944.0,187.0,Private not-for-profit,4-year or above
Trinity College,Connecticut,-72.69088199999999,41.747451,2235.0,2116.0,119.0,Private not-for-profit,4-year or above
Trinity College of Florida,Florida,-82.678318,28.194732,205.0,175.0,30.0,Private not-for-profit,4-year or above
Trinity College of Nursing & Health Sciences,Illinois,-90.568862,41.484924,217.0,129.0,88.0,Private not-for-profit,4-year or above
Trinity International University-Florida,Florida,-80.41764599999998,25.68307,223.0,72.0,151.0,Private not-for-profit,4-year or above
Trinity International University-Illinois,Illinois,-87.880851,42.197945,1775.0,925.0,850.0,Private not-for-profit,4-year or above
Trinity School of Health and Allied Sciences,California,-118.298733,33.858729,17.0,2.0,15.0,Private for-profit,4-year or above
Trinity University,Texas,-98.48186,29.462682,2637.0,2548.0,89.0,Private not-for-profit,4-year or above
Trinity Valley Community College,Texas,-95.858513,32.196596,4245.0,2058.0,2187.0,Public,2-year
Trinity Washington University,District of Columbia,-77.004261,38.927398,1782.0,1127.0,655.0,Private not-for-profit,4-year or above
Triton College,Illinois,-87.84105600000002,41.916082,10529.0,3069.0,7460.0,Public,2-year
Trocaire College,New York,-78.812398,42.846693,1349.0,589.0,760.0,Private not-for-profit,4-year or above
Troy University,Alabama,-85.957094,31.800672,16981.0,10305.0,6676.0,Public,4-year or above
Truckee Meadows Community College,Nevada,-119.796975,39.571402,10861.0,2927.0,7934.0,Public,4-year or above
Truett McConnell University,Georgia,-83.74891099999998,34.596306,3001.0,937.0,2064.0,Private not-for-profit,4-year or above
Truman State University,Missouri,-92.581658,40.188267,5853.0,5024.0,829.0,Public,4-year or above
Tufts University,Massachusetts,-71.11829300000002,42.40855,11586.0,10718.0,868.0,Private not-for-profit,4-year or above
Tulane University of Louisiana,Louisiana,-90.122144,29.940069,12646.0,10509.0,2137.0,Private not-for-profit,4-year or above
Tulsa Community College,Oklahoma,-95.90825,36.106788,16475.0,4773.0,11702.0,Public,2-year
Tulsa Welding School-Tulsa,Oklahoma,-95.954378,36.14820200000001,753.0,753.0,0.0,Private for-profit,2-year
Tunxis Community College,Connecticut,-72.87754,41.705498,3902.0,1533.0,2369.0,Public,2-year
Turtle Mountain Community College,North Dakota,-99.750836,48.883758,573.0,479.0,94.0,Private not-for-profit,4-year or above
Tusculum University,Tennessee,-82.760818,36.172435,1735.0,1472.0,263.0,Private not-for-profit,4-year or above
Tuskegee University,Alabama,-85.708492,32.4309,3026.0,2907.0,119.0,Private not-for-profit,4-year or above
Tyler Junior College,Texas,-95.284122,32.336009999999995,10106.0,6026.0,4080.0,Public,4-year or above
Ulster County Community College,New York,-74.128698,41.851218,3554.0,1420.0,2134.0,Public,2-year
Ultimate Medical Academy-Clearwater,Florida,-82.78558000000002,27.965294,18893.0,17865.0,1028.0,Private not-for-profit,2-year
Ultrasound Medical Institute,Florida,-80.22825999999998,26.68295,98.0,98.0,0.0,Private for-profit,2-year
Umpqua Community College,Oregon,-123.332475,43.289317,2703.0,1043.0,1660.0,Public,2-year
Unilatina International College,Florida,-80.283123,25.97989,84.0,84.0,0.0,Private for-profit,4-year or above
Union Bible College,Indiana,-86.126025,40.038757,61.0,37.0,24.0,Private not-for-profit,4-year or above
Union College,Nebraska,-96.651095,40.77477800000001,807.0,759.0,48.0,Private not-for-profit,4-year or above
Union College,New York,-73.928788,42.818097,2197.0,2195.0,2.0,Private not-for-profit,4-year or above
Union College,Kentucky,-83.88847700000002,36.870875,1333.0,1016.0,317.0,Private not-for-profit,4-year or above
Union County College,New Jersey,-74.319138,40.668595,9412.0,4223.0,5189.0,Public,2-year
Union Institute & University,Ohio,-84.50016600000002,39.126921,925.0,461.0,464.0,Private not-for-profit,4-year or above
Union University,Tennessee,-88.858524,35.676896,3247.0,2462.0,785.0,Private not-for-profit,4-year or above
United States Merchant Marine Academy,New York,-73.76300400000002,40.81357,1015.0,996.0,19.0,Public,4-year or above
United States Sports Academy,Alabama,-87.91163,30.639329,546.0,174.0,372.0,Private not-for-profit,4-year or above
United States University,California,-117.154904,32.7769,790.0,302.0,488.0,Private for-profit,4-year or above
United Talmudical Seminary,New York,-73.959113,40.705687,2756.0,2756.0,0.0,Private not-for-profit,4-year or above
United Tribes Technical College,North Dakota,-100.755131,46.767157,429.0,370.0,59.0,Private not-for-profit,4-year or above
Unitek College,California,-121.961761,37.50904,3774.0,3774.0,0.0,Private for-profit,4-year or above
Unity College,Maine,-69.33227600000001,44.603165,814.0,770.0,44.0,Private not-for-profit,4-year or above
Universal Career School,Florida,-80.37011700000002,25.767091,473.0,413.0,60.0,Private for-profit,2-year
Universal College of Healing Arts,Nebraska,-95.961539,41.339162,35.0,34.0,1.0,Private for-profit,2-year
Universal Technical Institute of Arizona Inc,Arizona,-112.288123,33.453005,1869.0,1869.0,0.0,Private for-profit,2-year
Universal Technical Institute of California Inc,California,-117.576366,34.082782,1362.0,1362.0,0.0,Private for-profit,2-year
Universal Technical Institute of Northern California Inc,California,-121.529503,38.64575,1278.0,1278.0,0.0,Private for-profit,2-year
Universal Technical Institute-Dallas Fort Worth,Texas,-97.012741,32.93806,1266.0,1266.0,0.0,Private for-profit,2-year
University at Buffalo,New York,-78.789458,43.000942,31503.0,26475.0,5028.0,Public,4-year or above
University of Advancing Technology,Arizona,-111.976087,33.377712,758.0,758.0,0.0,Private for-profit,4-year or above
University of Akron Main Campus,Ohio,-81.511679,41.078551,18731.0,14245.0,4486.0,Public,4-year or above
University of Akron Wayne College,Ohio,-81.789979,40.861519,1683.0,581.0,1102.0,Public,2-year
University of Alabama at Birmingham,Alabama,-86.799345,33.505697,21923.0,14220.0,7703.0,Public,4-year or above
University of Alabama in Huntsville,Alabama,-86.640449,34.724557,9736.0,7125.0,2611.0,Public,4-year or above
University of Alaska Anchorage,Alaska,-149.82619,61.190163,14644.0,6645.0,7999.0,Public,4-year or above
University of Alaska Fairbanks,Alaska,-147.823146,64.85755999999999,7404.0,3237.0,4167.0,Public,4-year or above
University of Alaska Southeast,Alaska,-134.63825500000002,58.384846,2266.0,705.0,1561.0,Public,4-year or above
University of Antelope Valley,California,-118.134968,34.683587,894.0,887.0,7.0,Private for-profit,4-year or above
University of Arizona,Arizona,-110.950815,32.232671999999994,44097.0,36213.0,7884.0,Public,4-year or above
University of Arizona-South,Arizona,-110.245117,31.567832,429.0,276.0,153.0,Public,4-year or above
University of Arkansas,Arkansas,-94.176981,36.07000900000001,27778.0,22602.0,5176.0,Public,4-year or above
University of Arkansas at Little Rock,Arkansas,-92.339778,34.723254,10515.0,5142.0,5373.0,Public,4-year or above
University of Arkansas at Monticello,Arkansas,-91.811153,33.590909,3111.0,2150.0,961.0,Public,4-year or above
University of Arkansas at Pine Bluff,Arkansas,-92.018683,34.244031,2579.0,2291.0,288.0,Public,4-year or above
University of Arkansas Community College Rich Mountain,Arkansas,-94.219799,34.591449,814.0,331.0,483.0,Public,2-year
University of Arkansas Community College-Batesville,Arkansas,-91.615852,35.79292299999999,1319.0,681.0,638.0,Public,2-year
University of Arkansas Community College-Hope,Arkansas,-93.596762,33.641665,1559.0,685.0,874.0,Public,2-year
University of Arkansas Community College-Morrilton,Arkansas,-92.728507,35.172136,1902.0,1032.0,870.0,Public,2-year
University of Arkansas for Medical Sciences,Arkansas,-92.320046,34.749047999999995,2758.0,2145.0,613.0,Public,4-year or above
University of Arkansas-Fort Smith,Arkansas,-94.373729,35.38418400000001,6557.0,4304.0,2253.0,Public,4-year or above
University of Arkansas-Pulaski Technical College,Arkansas,-92.299184,34.782783,4531.0,2187.0,2344.0,Public,2-year
University of Baltimore,Maryland,-76.616591,39.305834,5041.0,2509.0,2532.0,Public,4-year or above
University of Bridgeport,Connecticut,-73.190166,41.164741,5485.0,3404.0,2081.0,Private not-for-profit,4-year or above
University of California-Berkeley,California,-122.260463,37.871918,42501.0,39393.0,3108.0,Public,4-year or above
University of California-Davis,California,-121.749567,38.539667,38167.0,36919.0,1248.0,Public,4-year or above
University of California-Irvine,California,-117.841248,33.648434,36032.0,35200.0,832.0,Public,4-year or above
University of California-Los Angeles,California,-118.443901,34.068892,44537.0,42895.0,1642.0,Public,4-year or above
University of California-Merced,California,-120.424944,37.366237,8544.0,8472.0,72.0,Public,4-year or above
University of California-Riverside,California,-117.32741,33.97246,23922.0,23302.0,620.0,Public,4-year or above
University of California-San Diego,California,-117.235866,32.877749,37887.0,36590.0,1297.0,Public,4-year or above
University of California-Santa Barbara,California,-119.846426,34.416297,25976.0,25320.0,656.0,Public,4-year or above
University of California-Santa Cruz,California,-122.058801,36.995584,19700.0,19093.0,607.0,Public,4-year or above
University of Central Arkansas,Arkansas,-92.457672,35.077945,11177.0,8642.0,2535.0,Public,4-year or above
University of Central Florida,Florida,-81.200889,28.602159000000004,68475.0,46575.0,21900.0,Public,4-year or above
University of Central Missouri,Missouri,-93.737428,38.759111,11487.0,8009.0,3478.0,Public,4-year or above
University of Central Oklahoma,Oklahoma,-97.471508,35.6552,15393.0,10687.0,4706.0,Public,4-year or above
University of Charleston,West Virginia,-81.616244,38.333367,2623.0,1809.0,814.0,Private not-for-profit,4-year or above
University of Chicago,Illinois,-87.59953900000002,41.787994,17002.0,14966.0,2036.0,Private not-for-profit,4-year or above
University of Cincinnati-Blue Ash College,Ohio,-84.399956,39.234333,4870.0,3200.0,1670.0,Public,4-year or above
University of Cincinnati-Clermont College,Ohio,-84.19436999999998,39.080645,3017.0,1618.0,1399.0,Public,4-year or above
University of Cincinnati-Main Campus,Ohio,-84.51428,39.131159,37886.0,28655.0,9231.0,Public,4-year or above
University of Colorado Boulder,Colorado,-105.270823,40.008781,36681.0,30730.0,5951.0,Public,4-year or above
University of Colorado Colorado Springs,Colorado,-104.800296,38.892735,13123.0,8715.0,4408.0,Public,4-year or above
University of Colorado Denver/Anschutz Medical Campus,Colorado,-104.837722,39.745149,25645.0,13182.0,12463.0,Public,4-year or above
University of Connecticut,Connecticut,-72.249948,41.809098,27412.0,24181.0,3231.0,Public,4-year or above
University of Connecticut-Avery Point,Connecticut,-72.065336,41.316419,571.0,502.0,69.0,Public,4-year or above
University of Connecticut-Hartford Campus,Connecticut,-72.672175,41.762673,1432.0,1300.0,132.0,Public,4-year or above
University of Connecticut-Stamford,Connecticut,-73.54220600000002,41.056081,1977.0,1701.0,276.0,Public,4-year or above
University of Connecticut-Waterbury Campus,Connecticut,-73.039242,41.555617,865.0,769.0,96.0,Public,4-year or above
University of Dallas,Texas,-96.919512,32.846221,2542.0,1715.0,827.0,Private not-for-profit,4-year or above
University of Dayton,Ohio,-84.176113,39.739547,11241.0,10037.0,1204.0,Private not-for-profit,4-year or above
University of Delaware,Delaware,-75.752822,39.679577,24120.0,21698.0,2422.0,Public,4-year or above
University of Denver,Colorado,-104.963259,39.678005,11952.0,8528.0,3424.0,Private not-for-profit,4-year or above
University of Detroit Mercy,Michigan,-83.139158,42.414222,5111.0,4156.0,955.0,Private not-for-profit,4-year or above
University of Dubuque,Iowa,-90.693428,42.49726,2385.0,1905.0,480.0,Private not-for-profit,4-year or above
University of Evansville,Indiana,-87.531644,37.971549,2443.0,2182.0,261.0,Private not-for-profit,4-year or above
University of Florida,Florida,-82.347911,29.646290000000004,52218.0,44135.0,8083.0,Public,4-year or above
University of Florida-Online,Florida,-82.339848,29.649413,3585.0,1519.0,2066.0,Public,4-year or above
University of Fort Lauderdale,Florida,-80.204938,26.147098,83.0,3.0,80.0,Private not-for-profit,4-year or above
University of Georgia,Georgia,-83.374039,33.956262,38652.0,34930.0,3722.0,Public,4-year or above
University of Hartford,Connecticut,-72.715213,41.798591,6770.0,5113.0,1657.0,Private not-for-profit,4-year or above
University of Hawaii at Hilo,Hawaii,-155.080847,19.701189000000007,3406.0,2644.0,762.0,Public,4-year or above
University of Hawaii at Manoa,Hawaii,-157.818979,21.298598,17710.0,13329.0,4381.0,Public,4-year or above
University of Hawaii Maui College,Hawaii,-156.477252,20.88956,3092.0,999.0,2093.0,Public,4-year or above
University of Hawaii-West Oahu,Hawaii,-158.056403,21.35531,3128.0,1711.0,1417.0,Public,4-year or above
University of Holy Cross,Louisiana,-89.99445,29.912003,1255.0,650.0,605.0,Private not-for-profit,4-year or above
University of Houston,Texas,-95.343537,29.720393,46324.0,33608.0,12716.0,Public,4-year or above
University of Houston-Clear Lake,Texas,-95.098129,29.582523,8961.0,4045.0,4916.0,Public,4-year or above
University of Houston-Downtown,Texas,-95.359338,29.7661,14265.0,6332.0,7933.0,Public,4-year or above
University of Houston-Victoria,Texas,-96.976334,28.816248,4336.0,2088.0,2248.0,Public,4-year or above
University of Idaho,Idaho,-117.014167,46.727406,11841.0,8436.0,3405.0,Public,4-year or above
University of Illinois at Chicago,Illinois,-87.650503,41.871837,31683.0,27117.0,4566.0,Public,4-year or above
University of Illinois at Springfield,Illinois,-89.616796,39.729524,4575.0,2369.0,2206.0,Public,4-year or above
University of Illinois at Urbana-Champaign,Illinois,-88.229114,40.104718,49702.0,43313.0,6389.0,Public,4-year or above
University of Indianapolis,Indiana,-86.133969,39.709571,5935.0,4678.0,1257.0,Private not-for-profit,4-year or above
University of Iowa,Iowa,-91.536425,41.661935,31656.0,26432.0,5224.0,Public,4-year or above
University of Jamestown,North Dakota,-98.698416,46.914302,1089.0,1061.0,28.0,Private not-for-profit,4-year or above
University of Kansas,Kansas,-95.247567,38.958549,27690.0,23027.0,4663.0,Public,4-year or above
University of Kentucky,Kentucky,-84.504747,38.038911,29182.0,26158.0,3024.0,Public,4-year or above
University of La Verne,California,-117.77326200000002,34.100855,8064.0,5202.0,2862.0,Private not-for-profit,4-year or above
University of Louisiana at Lafayette,Louisiana,-92.020165,30.212191,17123.0,13484.0,3639.0,Public,4-year or above
University of Louisiana at Monroe,Louisiana,-92.07374,32.527747999999995,9291.0,5969.0,3322.0,Public,4-year or above
University of Louisville,Kentucky,-85.760412,38.216862,21430.0,15936.0,5494.0,Public,4-year or above
University of Lynchburg,Virginia,-79.181653,37.399774,3081.0,2450.0,631.0,Private not-for-profit,4-year or above
University of Maine,Maine,-68.669332,44.899257,11404.0,8929.0,2475.0,Public,4-year or above
University of Maine at Augusta,Maine,-69.796396,44.337746,4128.0,1406.0,2722.0,Public,4-year or above
University of Maine at Farmington,Maine,-70.147121,44.666911,2040.0,1564.0,476.0,Public,4-year or above
University of Maine at Fort Kent,Maine,-68.58931899999999,47.250389,1791.0,581.0,1210.0,Public,4-year or above
University of Maine at Machias,Maine,-67.458025,44.708803,675.0,345.0,330.0,Public,4-year or above
University of Maine at Presque Isle,Maine,-68.016343,46.672285,1553.0,672.0,881.0,Public,4-year or above
University of Management and Technology,Virginia,-77.072001,38.89743,507.0,364.0,143.0,Private for-profit,4-year or above
University of Mary,North Dakota,-100.75274,46.723767,3796.0,2572.0,1224.0,Private not-for-profit,4-year or above
University of Mary Hardin-Baylor,Texas,-97.463471,31.066793,3888.0,3509.0,379.0,Private not-for-profit,4-year or above
University of Mary Washington,Virginia,-77.476055,38.302492,4727.0,3994.0,733.0,Public,4-year or above
University of Maryland Eastern Shore,Maryland,-75.686852,38.207386,3193.0,2730.0,463.0,Public,4-year or above
University of Maryland  Baltimore,Maryland,-76.623983,39.286864,6777.0,5202.0,1575.0,Public,4-year or above
University of Maryland-Baltimore County,Maryland,-76.711607,39.256686,13767.0,10828.0,2939.0,Public,4-year or above
University of Maryland-College Park,Maryland,-76.944721,38.98817800000001,41200.0,36603.0,4597.0,Public,4-year or above
University of Maryland-University College,Maryland,-76.847584,38.912706,60603.0,9704.0,50899.0,Public,4-year or above
University of Massachusetts-Amherst,Massachusetts,-72.526728,42.385999,30593.0,24343.0,6250.0,Public,4-year or above
University of Massachusetts-Boston,Massachusetts,-71.036865,42.312881,16164.0,11268.0,4896.0,Public,4-year or above
University of Massachusetts-Dartmouth,Massachusetts,-71.004552,41.62869,8513.0,6531.0,1982.0,Public,4-year or above
University of Massachusetts-Lowell,Massachusetts,-71.326809,42.652864,18242.0,11913.0,6329.0,Public,4-year or above
University of Memphis,Tennessee,-89.938068,35.118878,21458.0,13980.0,7478.0,Public,4-year or above
University of Miami,Florida,-80.278662,25.72126,17331.0,15904.0,1427.0,Private not-for-profit,4-year or above
University of Michigan-Ann Arbor,Michigan,-83.742769,42.275921,46716.0,44340.0,2376.0,Public,4-year or above
University of Michigan-Dearborn,Michigan,-83.23141700000002,42.317287,9460.0,5740.0,3720.0,Public,4-year or above
University of Michigan-Flint,Michigan,-83.690276,43.01875,7532.0,4208.0,3324.0,Public,4-year or above
University of Minnesota-Crookston,Minnesota,-96.606188,47.802536,2810.0,1206.0,1604.0,Public,4-year or above
University of Minnesota-Duluth,Minnesota,-92.084385,46.817126,11024.0,9453.0,1571.0,Public,4-year or above
University of Minnesota-Morris,Minnesota,-95.901756,45.589829,1552.0,1463.0,89.0,Public,4-year or above
University of Minnesota-Rochester,Minnesota,-92.463471,44.022339,533.0,515.0,18.0,Public,4-year or above
University of Minnesota-Twin Cities,Minnesota,-93.235464,44.972851,50734.0,39763.0,10971.0,Public,4-year or above
University of Mississippi,Mississippi,-89.53743399999998,34.365528999999995,22456.0,19864.0,2592.0,Public,4-year or above
University of Missouri-Columbia,Missouri,-92.328843,38.94531,29843.0,25265.0,4578.0,Public,4-year or above
University of Missouri-Kansas City,Missouri,-94.582141,39.034179,16375.0,9526.0,6849.0,Public,4-year or above
University of Missouri-St Louis,Missouri,-90.311091,38.710312,16441.0,6401.0,10040.0,Public,4-year or above
University of Mobile,Alabama,-88.128934,30.793247,1885.0,1252.0,633.0,Private not-for-profit,4-year or above
University of Montevallo,Alabama,-86.865099,33.10625,2612.0,2202.0,410.0,Public,4-year or above
University of Mount Olive,North Carolina,-78.069388,35.208166,3208.0,1410.0,1798.0,Private not-for-profit,4-year or above
University of Mount Union,Ohio,-81.111029,40.905256,2403.0,2362.0,41.0,Private not-for-profit,4-year or above
University of Nebraska at Kearney,Nebraska,-99.098699,40.701452,6327.0,4212.0,2115.0,Public,4-year or above
University of Nebraska at Omaha,Nebraska,-96.008516,41.258769,15431.0,10862.0,4569.0,Public,4-year or above
University of Nebraska Medical Center,Nebraska,-95.973966,41.256312,3972.0,3436.0,536.0,Public,4-year or above
University of Nebraska-Lincoln,Nebraska,-96.700508,40.817598,25820.0,22191.0,3629.0,Public,4-year or above
University of Nevada-Las Vegas,Nevada,-115.138462,36.106047,30457.0,21541.0,8916.0,Public,4-year or above
University of Nevada-Reno,Nevada,-119.815377,39.543642,21463.0,16768.0,4695.0,Public,4-year or above
University of New England,Maine,-70.38535,43.458591,8010.0,5331.0,2679.0,Private not-for-profit,4-year or above
University of New Hampshire at Manchester,New Hampshire,-71.468755,42.987209,750.0,592.0,158.0,Public,4-year or above
University of New Hampshire-Main Campus,New Hampshire,-70.93246500000002,43.135934000000006,15298.0,13896.0,1402.0,Public,4-year or above
University of New Haven,Connecticut,-72.961472,41.291314,6867.0,5907.0,960.0,Private not-for-profit,4-year or above
University of New Mexico-Gallup Campus,New Mexico,-108.727252,35.502662,2190.0,883.0,1307.0,Public,2-year
University of New Mexico-Los Alamos Campus,New Mexico,-106.319557,35.886153,871.0,174.0,697.0,Public,2-year
University of New Mexico-Main Campus,New Mexico,-106.620155,35.083868,24319.0,16897.0,7422.0,Public,4-year or above
University of New Mexico-Taos Campus,New Mexico,-105.651709,36.348861,1219.0,301.0,918.0,Public,2-year
University of New Mexico-Valencia County Campus,New Mexico,-106.705371,34.728683000000004,2041.0,562.0,1479.0,Public,2-year
University of New Orleans,Louisiana,-90.067142,30.027704,8151.0,5610.0,2541.0,Public,4-year or above
University of North Alabama,Alabama,-87.681361,34.806738,7488.0,5298.0,2190.0,Public,4-year or above
University of North Carolina at Asheville,North Carolina,-82.565392,35.617068,3762.0,3233.0,529.0,Public,4-year or above
University of North Carolina at Chapel Hill,North Carolina,-79.050969,35.911769,30011.0,25220.0,4791.0,Public,4-year or above
University of North Carolina at Charlotte,North Carolina,-80.730919,35.306022,29710.0,23589.0,6121.0,Public,4-year or above
University of North Carolina at Greensboro,North Carolina,-79.809414,36.068236,20106.0,15839.0,4267.0,Public,4-year or above
University of North Carolina at Pembroke,North Carolina,-79.200347,34.688313,7137.0,5274.0,1863.0,Public,4-year or above
University of North Carolina School of the Arts,North Carolina,-80.235672,36.076183,1042.0,1035.0,7.0,Public,4-year or above
University of North Carolina Wilmington,North Carolina,-77.875527,34.225223,16747.0,13075.0,3672.0,Public,4-year or above
University of North Dakota,North Dakota,-97.071738,47.921654,13847.0,9935.0,3912.0,Public,4-year or above
University of North Florida,Florida,-81.50914399999998,30.27194,16776.0,11396.0,5380.0,Public,4-year or above
University of North Georgia,Georgia,-83.985694,34.530219,19722.0,13419.0,6303.0,Public,4-year or above
University of North Texas,Texas,-97.148422,33.211178000000004,38241.0,28441.0,9800.0,Public,4-year or above
University of North Texas at Dallas,Texas,-96.803446,32.659588,3757.0,2256.0,1501.0,Public,4-year or above
University of Northern Colorado,Colorado,-104.692777,40.410855,13437.0,9103.0,4334.0,Public,4-year or above
University of Northern Iowa,Iowa,-92.459703,42.514923,11187.0,9264.0,1923.0,Public,4-year or above
University of Northwestern Ohio,Ohio,-84.157004,40.762917,3420.0,3146.0,274.0,Private not-for-profit,4-year or above
University of Northwestern-St Paul,Minnesota,-93.167822,45.033703,3623.0,2109.0,1514.0,Private not-for-profit,4-year or above
University of Notre Dame,Indiana,-86.238959,41.703058,12607.0,12323.0,284.0,Private not-for-profit,4-year or above
University of Oklahoma-Health Sciences Center,Oklahoma,-97.496289,35.47928,3126.0,2717.0,409.0,Public,4-year or above
University of Oklahoma-Norman Campus,Oklahoma,-97.444211,35.209407,28564.0,22059.0,6505.0,Public,4-year or above
University of Oregon,Oregon,-123.075792,44.045146,22644.0,20703.0,1941.0,Public,4-year or above
University of Pennsylvania,Pennsylvania,-75.19391,39.950929,25860.0,21960.0,3900.0,Private not-for-profit,4-year or above
University of Phoenix-Arizona,Arizona,-111.965987,33.40213,95777.0,95777.0,0.0,Private for-profit,4-year or above
University of Phoenix-California,California,-117.58377,34.065748,6952.0,6952.0,0.0,Private for-profit,4-year or above
University of Phoenix-Colorado,Colorado,-104.873171,39.55155,99.0,99.0,0.0,Private for-profit,4-year or above
University of Phoenix-Florida,Florida,-81.419552,28.445605,246.0,246.0,0.0,Private for-profit,4-year or above
University of Phoenix-Georgia,Georgia,-84.35887,33.928881,143.0,143.0,0.0,Private for-profit,4-year or above
University of Phoenix-Hawaii,Hawaii,-157.863834,21.307923,351.0,351.0,0.0,Private for-profit,4-year or above
University of Phoenix-Illinois,Illinois,-88.04259499999998,42.057708,54.0,54.0,0.0,Private for-profit,4-year or above
University of Phoenix-Michigan,Michigan,-83.242621,42.482261,52.0,52.0,0.0,Private for-profit,4-year or above
University of Phoenix-Nevada,Nevada,-115.322506,36.12164,320.0,320.0,0.0,Private for-profit,4-year or above
University of Phoenix-New Jersey,New Jersey,-74.03313100000003,40.726763,47.0,47.0,0.0,Private for-profit,4-year or above
University of Phoenix-New Mexico,New Mexico,-106.580351,35.197176,91.0,91.0,0.0,Private for-profit,4-year or above
University of Phoenix-North Carolina,North Carolina,-80.94934599999998,35.152358,72.0,72.0,0.0,Private for-profit,4-year or above
University of Phoenix-Pennsylvania,Pennsylvania,-75.169354,39.95219,62.0,62.0,0.0,Private for-profit,4-year or above
